source	time	person	location	organization	miscellaneous
	2017-12-06 00:00:00				decades
	2017-12-06 00:00:00				
	2017-12-06 00:00:00			congressional	22|two|no more than two|20 percent|35|trillion|earlier this year|2018|435|33|billion|20
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				2015|hours
	2017-12-06 00:00:00			popular blog	10|six miles|the night|last week
	2017-12-06 00:00:00		eastern		eight|decades|1967|last year|1967|14
	2017-12-06 00:00:00				
	2017-12-06 00:00:00		village		21|ite
	2017-12-06 00:00:00				two
	2017-12-06 00:00:00			cabinet|auction house	two
	2017-12-06 00:00:00			regional	
	2017-12-06 00:00:00	grandson	southwest|northern		20
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				
	2017-12-06 00:00:00				one day|midnight|months|the end of this fiscal year|63 percent|18 percent|nine weeks|as much as tens of billions of dollars|this year
	2017-12-06 00:00:00			the general affairs	the end of the week|15|this week|that day|last weekend|the end of the week
	2017-12-06 00:00:00				two
	2017-12-06 00:00:00		capital		today|more than two decades|70 years ago|three|one|seven|one|one|today|the coming days
	2017-12-06 00:00:00				2016|conservative|evangelical|three|two|two|8th|third|the 1967 war|1980|some years|just two years|second|this year|two
	2017-12-06 00:00:00				the end of next|2014|2011|60|2014|million
	2017-12-06 00:00:00				five|first|four|the last week
	2017-12-06 00:00:00			consortium of and firms|inaugural	2016|45|last week|2015|only 24 days|last week|2016|20|two|about 10 minutes
	2017-12-06 00:00:00	good			day|2012
	2017-12-06 00:00:00	month|took			first|2009|first|the first year|first|the day|hundreds of thousands|week|seven|first year|2016|just weeks
	2017-12-06 00:00:00			state news agency	
	2017-12-06 00:00:00			international|international|electoral|foreign|the electoral tribunal	last month|last week|conservative|evening|seven|14|two|recent days
	2017-12-06 00:00:00				
	2017-12-06 00:00:00	formal		army	nearly 400|50|four years ago
	2017-12-06 00:00:00				two|2004|first|two|two|two|eight|last week|nine|months|two
	2017-12-07 00:00:00	hawkish|bin			first|2008|five|2005|the last day
	2017-12-07 00:00:00				
	2017-12-07 00:00:00			central biggest insurance	conservatives|this week|the next three elections|parliamentary|2019|this week|two|1989|months|this year
	2017-12-07 00:00:00			governing party|broadcaster	
	2017-12-07 00:00:00		eastern|eastern|eastern		the day before|eastern|2015
	2017-12-07 00:00:00				midnight|about two weeks|the next two weeks|the fiscal year ending|last week|two|fiscal years 2018
	2017-12-07 00:00:00				decades|hundreds|the more than 80 percent|decades|last year
	2017-12-07 00:00:00				midnight|22
	2017-12-07 00:00:00				two
	2017-12-07 00:00:00				just three weeks|decade|37 years|three|one
	2017-12-07 00:00:00		parliamentary bloc	group	ite|decades|today|first|2006|160|two|one
	2017-12-07 00:00:00	de|de		aviation agency	two|2014|one|recent months|two
	2017-12-07 00:00:00				week earlier|five|36 percent|four|25 percent|19|two|five|41 percent
	2017-12-07 00:00:00				recent weeks|2016|four|midterm 2018|earlier this got|late winter
	2017-12-07 00:00:00				
	2017-12-07 00:00:00			the governor office	at least two more months|up to years|one|more than dozen|last year|several hundred|two days|120|the three days|last year|250
	2017-12-07 00:00:00				night|27|the end of this|this week|this month
	2017-12-07 00:00:00	national			2008|days|one|2015|first
	2017-12-07 00:00:00	bin			12 billion euros|the almost six months|today|some 12 billion euros|2015|12|24|about billion|this year alone|nearly 12 billion euros|today|an extra million
	2017-12-07 00:00:00				decades
	2017-12-07 00:00:00				four|two|two|100 km|three|2015|one
	2017-12-07 00:00:00				later in the day|60|only 52
	2017-12-07 00:00:00		ite		decades|hundreds of millions|the following day|ite
	2017-12-07 00:00:00				
	2017-12-07 00:00:00				two day
	2017-12-07 00:00:00				afternoon
	2017-12-07 00:00:00				first|last week|some 350 km|night|three years|2015|annual|his 33 years|25|at least seven|three|at least 22
	2017-12-07 00:00:00			drawing international	western|2015|two
	2017-12-07 00:00:00			military	
	2017-12-07 00:00:00		capital		two|28|1967|2014
	2017-12-07 00:00:00				decades
	2017-12-07 00:00:00	veteran			weeks|today|two|2002|only 20 percent|70 percent|earlier this week|three weeks|two|2005|last year|at least 12|46|eight|2018|26|2016
	2017-12-07 00:00:00				
	2017-12-07 00:00:00			terrorist	day|the first day of the against|three|2000|decades
	2017-12-07 00:00:00				
	2017-12-07 00:00:00			parliamentary	next week|10 years|five|15 years|two years|eight years|some million|five|two|three|hundreds of euros|five months|one|27|15
	2017-12-07 00:00:00			bipartisan|federal	recent months|two|million
	2017-12-07 00:00:00			defense ministry	some 20|two
	2017-12-07 00:00:00	met		rubber military	two|three|jihadist|decades|mosque|months|next week|years|three
	2017-12-07 00:00:00				up to year|last year|one|three|the day|this day|2016|250|day
	2017-12-07 00:00:00			parliament|parliament|parliament|parliament	this week|2014|billions of dollars|the beginning of next week
	2017-12-07 00:00:00	deadlocked			2015|20 years|year|one|recent years|eight|five
	2017-12-07 00:00:00	congressman		congressional	two|two|29|conservative|8th|2016|21|between 80 and 90 days|50 to 60 days|recent months|few weeks
	2017-12-07 00:00:00	deputy		ruling party	the 19th of this month
	2017-12-07 00:00:00	bin			
	2017-12-07 00:00:00		the eastern district		first|new|new|two|the latter half of his 37 years|thousands|last month|only week
	2017-12-07 00:00:00				decades|three
	2017-12-07 00:00:00				billion|less than two|13|at least billion|2016
	2017-12-07 00:00:00	bin			around 12 billion euros|two|12|nearly 12 billion euros|today
	2017-12-07 00:00:00				morning
	2017-12-07 00:00:00				1980
	2017-12-07 00:00:00		reveal valley	army|joint working group	more than 230|10 days|five|four|11 months|three|50|three|one|two|about 51 percent|between 13 and 20|two|four|five|the day|two
	2017-12-07 00:00:00				million|last year|earlier this month|10 years
	2017-12-07 00:00:00				month ago|million|27 million|15|80 percent|millions
	2017-12-07 00:00:00			the leveraged finance group|law firm	three|six|three|2013|1996|three|three|the first three quarters of 2017|six|seven|seven|seven|six
	2017-12-07 00:00:00				20|22|22
	2017-12-07 00:00:00				
	2017-12-07 00:00:00	man|man			last year|12|year
	2017-12-07 00:00:00				second|first|the 1967 war
	2017-12-07 00:00:00				barely hundred meters|thousands|the 1960s|1980s|first|20 years|first|hundreds of dollars|thousands|thousands|million|the 20 percent|billion|two|billion|90 percent|110|some 70 percent|the first seven months of the|fifth|two million|million|last year|nearly four|third|half of billion|next year
	2017-12-08 00:00:00				1987
	2017-12-08 00:00:00	de		the party of	first|seven months|two|first|this year|20|one|two|60 to 75 percent
	2017-12-08 00:00:00				
	2017-12-08 00:00:00			army	this week|1979
	2017-12-08 00:00:00			parliament	99 years|70 percent|30|two|two|72|seven|more than 150|80 percent|around 30 percent|day|three|an additional million
	2017-12-08 00:00:00				month ago|million|two|week|one|last weekend|one
	2017-12-08 00:00:00			foreign affairs	first|29|earlier this week|second|2016|2016|2018|36|15
	2017-12-08 00:00:00				last week|2015|recent weeks|this week
	2017-12-08 00:00:00		banned		three|2016|last month|550|10|2009
	2017-12-08 00:00:00				early next year|one year|one
	2017-12-08 00:00:00	in		politburo|politburo|politburo|politburo|the trade ministry	first|two
	2017-12-08 00:00:00			lower house	
	2017-12-08 00:00:00			the refugee agency	at least 270|two|three weeks|two
	2017-12-08 00:00:00				
	2017-12-08 00:00:00				
	2017-12-08 00:00:00				two|million|just days
	2017-12-08 00:00:00				this weekend|31|earlier this week
	2017-12-08 00:00:00			global	months|40 years|two|second|one|one|millions|second|early next year|one
	2017-12-08 00:00:00				
	2017-12-08 00:00:00			education ministry|commission|commission	78|68|five|second
	2017-12-08 00:00:00			army	hundreds|two
	2017-12-08 00:00:00				this week
	2017-12-08 00:00:00				24 hours|week|thousands|dozens|thousands|1982|2014|10 years
	2017-12-08 00:00:00				
	2017-12-08 00:00:00				2016|around 11 am|about four hours|dozens|last month|two|2016|one|2016
	2017-12-08 00:00:00				two|first|65|two|hundreds|mosque|two|million
	2017-12-08 00:00:00				21|39|two years|nine years|eight|seven
	2017-12-08 00:00:00	plunge		the conservative think|federal	the five weeks|40 percent|the last five weeks|11|quarter|just under 10 over five weeks|annual|this year|many years|2018|2016|10 years|five|the day after lifted|three|11|more than 40 percent|nine|11|11|11|almost the five weeks|11|the five weeks|15|the five weeks|between 25|41 percent|the final five weeks|between 25 and 28|63 percent|the five weeks|26 percent|55 percent|first|one|11|13 years|2014|three years
	2017-12-08 00:00:00			the internal market and customs union	three|1998
	2017-12-08 00:00:00				the day|the first half of 2018|one|one|two|two|the 1967 war|decades|one|two|two
	2017-12-08 00:00:00	leader		the single market and customs union|national broadcaster	the night|one|several years|couple of years|just couple of hours|first|18 months|the day|27|2016|one|around two|2016|three|billion euros|many years|two|hundreds|some 60 billion euros|socialist|three|eight years|most of the night|just couple of hours|decades|three|one
	2017-12-08 00:00:00				
	2017-12-08 00:00:00			state	few weeks later|only week
	2017-12-08 00:00:00				27
	2017-12-08 00:00:00	former|former			first|2016|2012|2016
	2017-12-08 00:00:00				20
	2017-12-08 00:00:00				conservative|the next three
	2017-12-08 00:00:00	gave		deny	60|2019|more than decade|30 billion rand|the late 1990s|nearly 800
	2017-12-08 00:00:00	don	kingdom	the royal court|royal court	weeks|decades|first|two|10 percent|third|two|1967
	2017-12-08 00:00:00		ally	military|military	thousands|thousands|the holy day|decades|first|two days|second|hundreds|two|80|dozens|thousands|night|one|at least two|one|at least 25|six|1967|three|two|hundreds|mosque|hundreds
	2017-12-08 00:00:00			parliament|parliament	second|1989|day|three consecutive years|2019
	2017-12-08 00:00:00	crown|crown			2019|first|two|84|nearly three decades|2016
	2017-12-08 00:00:00				thousands|this year|one|last month
	2017-12-08 00:00:00				
	2017-12-08 00:00:00				months|two weeks ago|at least five
	2017-12-08 00:00:00				two|one|every year|nine|more than decade ago|15 billion|hundreds of millions of dollars
	2017-12-08 00:00:00				27|less than one
	2017-12-08 00:00:00			ministry	day|first
	2017-12-08 00:00:00				
	2017-12-08 00:00:00		kingdom	ite	ite|months|this morning|2016|ite|five|ite|2011
	2017-12-08 00:00:00			the foreign ministry|the the foreign ministry	28|28|the 1967 war|50 years|first|2014
	2017-12-08 00:00:00				two
	2017-12-08 00:00:00				second
	2017-12-08 00:00:00			al	billion|two|at least three
	2017-12-08 00:00:00	bin	kingdom	supports	the recent weeks|this year|month|two weeks later|million|first|last month|earlier this asked
	2017-12-08 00:00:00				around two years|two|one|two|many years
	2017-12-08 00:00:00				29|three|4th|9th|99 percent|first
	2017-12-08 00:00:00			the human rights body of said	
	2017-12-08 00:00:00				
	2017-12-08 00:00:00		in|eastern|eastern	army	at least 15|53|last night|three|one|72|nearly decade and half|millions|at least 26|third|this year|93
	2017-12-08 00:00:00			city hall	national day|each year|two|40|one|one
	2017-12-08 00:00:00			the regional board of directors	12|one|six|seven|one|11|every two or three years|weeks|two|year|first|one|four|six to nine
	2017-12-08 00:00:00			global rates and currencies research	decade|35 dollar|roughly percent|2005|roughly billion|2004|nearly 13 percent|trillion|2005|14 percent|35|eight|2002|15|95 percent|roughly 92 percent|the second quarter|the following
	2017-12-08 00:00:00			news	500 km|less than|last week|more than km
	2017-12-09 00:00:00				last month|last year|one|last month|16
	2017-12-09 00:00:00				two|26|one|second|2015|million|the morning|just over half|about 36|10 days
	2017-12-09 00:00:00			the health ministry	this month|third day|decades|two|1967|at least three|two|two|two|60|at least 10|one|about 60|four|thousands|two|thousands
	2017-12-09 00:00:00		bloc	daily	14
	2017-12-09 00:00:00				
	2017-12-09 00:00:00				two
	2017-12-09 00:00:00			the moderate party|daily	communists|63|80|10|2015|two|2006|two years|165|110|nearly half|communists|first|republican|around 10 days
	2017-12-09 00:00:00				
	2017-12-09 00:00:00			spy agency	sixth|sixth|sixth|10|two
	2017-12-09 00:00:00				the second consecutive week|weekly|two|first|second|weeks
	2017-12-09 00:00:00				later this month|millions
	2017-12-09 00:00:00				hours
	2017-12-09 00:00:00				
	2017-12-09 00:00:00	the attorney general		government|navy|interior	recent months
	2017-12-09 00:00:00				day|1987|first|2014|pact|2014|2016
	2017-12-10 00:00:00		us		this year|this year|two|about kilometers
	2017-12-10 00:00:00				several hours
	2017-12-10 00:00:00	pontiff			2015|the day|this year|third|weekly|month
	2017-12-10 00:00:00			the defence force|finance ministry	two days|week|sixth|three|last month|20|dozen|two|2010|million yen|next fiscal year
	2017-12-10 00:00:00			editorial board	the final days|one|62 percent to 34 percent|last week|three
	2017-12-10 00:00:00				recent days|first|third day|decades
	2017-12-10 00:00:00			house	thousand|nine years|earlier in the week|last week
	2017-12-10 00:00:00			ite group	leftist|1967|last week
	2017-12-10 00:00:00				
	2017-12-10 00:00:00				three|66|67|21|68|unionist|two|82
	2017-12-10 00:00:00				second|third|last year|two|last week|second
	2017-12-10 00:00:00				2015|weekly
	2017-12-10 00:00:00	de|afari			more than week|afari|eighth|day|two|this week
